year,countries,region,hf_score,hf_rank,hf_quartile,pf_rol_procedural,pf_rol_civil,pf_rol_criminal,pf_rol_vdem,pf_rol,pf_ss_homicide,pf_ss_homicide_data,pf_ss_disappearances_disap,pf_ss_disappearances_violent,pf_ss_disappearances_violent_data,pf_ss_disappearances_organized,pf_ss_disappearances_fatalities,pf_ss_disappearances_fatalities_data,pf_ss_disappearances_injuries,pf_ss_disappearances_injuries_data,pf_ss_disappearances_torture,pf_ss_killings,pf_ss_disappearances,pf_ss,pf_movement_vdem_foreign,pf_movement_vdem_men,pf_movement_vdem_women,pf_movement_vdem,pf_movement_cld,pf_movement,pf_religion_freedom_vdem,pf_religion_freedom_cld,pf_religion_freedom,pf_religion_suppression,pf_religion,pf_assembly_entry,pf_assembly_freedom_house,pf_assembly_freedom_bti,pf_assembly_freedom_cld,pf_assembly_freedom,pf_assembly_parties_barriers,pf_assembly_parties_bans,pf_assembly_parties_auton,pf_assembly_parties,pf_assembly_civil,pf_assembly,pf_expression_direct_killed,pf_expression_direct_killed_data,pf_expression_direct_jailed,pf_expression_direct_jailed_data,pf_expression_direct,pf_expression_vdem_cultural,pf_expression_vdem_harass,pf_expression_vdem_gov,pf_expression_vdem_internet,pf_expression_vdem_selfcens,pf_expression_vdem,pf_expression_house,pf_expression_bti,pf_expression_cld,pf_expression,pf_identity_same_m,pf_identity_same_f,pf_identity_same,pf_identity_divorce,pf_identity_inheritance_widows,pf_identity_inheritance_daughters,pf_identity_inheritance,pf_identity_fgm,pf_identity,pf_score,pf_rank,ef_government_consumption,ef_government_consumption_data,ef_government_consumption_range,ef_government_transfers,ef_government_transfers_data,ef_government_investment,ef_government_investment_data,ef_government_consumption_range,ef_government_tax_income,ef_government_tax_income_data,ef_government_tax_payroll,ef_government_tax_payroll_data,ef_government_tax,ef_government_soa,ef_government,ef_legal_judicial,ef_legal_courts,ef_legal_protection,ef_legal_military,ef_legal_integrity,ef_legal_enforcement,ef_legal_regulatory,ef_legal_police,ef_gender,ef_legal,ef_money_growth,ef_money_growth_data,ef_money_sd,ef_money_sd_data,ef_money_inflation,ef_money_inflation_data,ef_money_currency,ef_money,ef_trade_tariffs_revenue,ef_trade_tariffs_revenue_data,ef_trade_tariffs_mean,ef_trade_tariffs_mean_data,ef_trade_tariffs_sd,ef_trade_tariffs_sd_data,ef_trade_tariffs,ef_trade_regulatory_nontariff,ef_trade_regulatory_compliance,ef_trade_regulatory,ef_trade_black,ef_trade_movement_open,ef_trade_movement_capital,ef_trade_movement_visit,ef_trade_movement,ef_trade,ef_regulation_credit_ownership,ef_regulation_credit_private,ef_regulation_credit_interest,ef_regulation_credit,ef_regulation_labor_minwage,ef_regulation_labor_firing,ef_regulation_labor_bargain,ef_regulation_labor_hours,ef_regulation_labor_dismissal,ef_regulation_labor_conscription,ef_regulation_labor,ef_regulation_business_adm,ef_regulation_business_burden,ef_regulation_business_start,ef_regulation_business_impartial,ef_regulation_business_licensing,ef_regulation_business_compliance,ef_regulation_business,ef_regulation,ef_score,ef_rank,population
2019,Libya,Middle East & North Africa,4.72,158,4,,,,2.854549061,2.854549061,9.272128813,2.503876882,10,0,1631,0,0,90,0,139,1.9275,1.6925,1.945714286,5.608921549,5.815,5.2675,5.1175,5.4,3.333333333,4.366666667,2.4925,3.333333333,2.912916667,6.835,4.873958333,7.6875,2.5,2.222222222,3.333333333,2.685185185,7.8475,8.22,7.2475,7.771666667,7.66,6.451087963,0,6,10,0,5,2.55,4.0675,7.085,8.203333333,5.236666667,5.4285,2.5,3.333333333,3.333333333,3.919033333,0,0,0,7.5,,,7.5,10,6.25,4.9,150,0,57.72764118,55-60,,,,,55-60,10,14,9,25,9.5,5.44,4.98,4.441242903,2.48714814,3.278082175,5,5.008033333,3.623947547,,4.663662115,0.705882353,3.472946934,7.910654485,10.44672758,4.230632885,14.42341779,9.0874,4.563,10,7.807171842,,,,,,,,0,4.260081557,2.130040779,0,1.64345175,0.769230769,0.221251283,0.877977934,1.002672904,,10,7,8.5,7.233333333,0,0,8,4.387940385,10,4.936878953,0,0,8.522656576,0.7675,,0.03490877,1.865013069,5.100630674,4.47,163,100000
2019,Lithuania,Eastern Europe,8.72,19,1,7.583835643,7.825965872,6.767586016,7.791108148,7.39246251,9,3.44,10,10,0,10,10,0,10,0,9.2575,9.7275,9.855,9.4275,9.6625,9.8525,9.895,9.803333333,10,9.901666667,9.36,10,9.68,9.8175,9.74875,7.48,10,10,6.666666667,8.888888889,9.67,9.0075,9.755,9.4775,9.3975,8.810972222,10,0,10,0,10,8.0375,9.065,8.105,9.893333333,8.856666667,8.7915,10,8.888888889,6.666666667,8.869411111,10,10,10,7.5,,,10,10,9.375,9.08,24,5.382352941,21.7,20-25,6.201634877,14.44,10,14.42,20-25,9,27,8,34,8.5,8.2,7.656797564,7.114881409,6.187063251,6.198189258,8.333333333,6.748583333,6.242192341,9.670883679,6.955748398,1,7.181359375,8.434313336,7.828433321,9.345580399,1.636049003,9.533098124,2.33450938,10,9.328247965,9.133333333,1.3,8.98,5.1,6.4912,8.772,8.201511111,6.155062517,9.778048861,7.966555689,10,10,6.923076923,8.739425664,8.554167529,8.680558582,10,10,10,10,7.233333333,4.974863927,8.313864072,8,8.503450769,3,6.670918683,3.799765905,9.333333333,9.766200868,7.3575,9.712237446,8.935113986,8.150691923,8.273870202,8.22,7,100000
2019,Luxembourg,Western Europe,8.85,7,1,9.07247767,7.859074476,7.285555833,8.458091224,8.072369327,9.811046512,0.65,10,10,0,,10,0,10,0,9.0375,8.95,9.664583333,9.737814922,9.7575,9.7825,9.7525,9.764166667,10,9.882083333,9.085,10,9.5425,9.8025,9.6725,9.445,10,,10,10,9.025,9.9025,9.475,9.4675,9.735,9.661875,10,0,10,0,10,9.385,7.0475,9.6175,9.816666667,8.48,8.869333333,10,,10,9.717333333,10,10,10,10,,,10,10,10,9.53,7,1.805882353,33.86,30-35,4.871934605,19.32,7.442857143,23.95,30-35,6,45,6,45,6,8.365,5.69713482,8.093556711,7.869452009,8.489837647,10,8.6559,7.456058655,6.17918671,8.594737848,1,8.167341198,8.266779473,8.666102634,9.28455456,1.788613601,9.651335849,1.743320757,10,9.30066747,9.133333333,1.3,8.98,5.1,6.4912,8.772,8.201511111,7.435464065,9.981656882,8.708560474,10,,3.076923077,8.739425664,5.90817437,8.204561489,8,10,10,9.333333333,2.233333333,5.667335987,6.777230898,6,8.503450769,10,6.530225165,5.88542223,7.111111111,9.398529907,9.6775,8.390068438,9.383487044,8.307686455,8.057081651,7.89,24,100000
2019,Madagascar,Sub-Saharan Africa,6.86,92,3,3.187121759,4.474001024,3.281620928,5.496018504,3.647581237,7.765475399,7.686764627,10,10,0,7.5,10,0,10,0,6.2875,7.3125,8.728571429,8.247023414,7.9475,9.0625,8.8375,8.615833333,10,9.307916667,8.32,6.666666667,7.493333333,9.1925,8.342916667,9.1025,7.5,4.444444444,3.333333333,5.092592593,9.13,9.8525,8.42,9.134166667,8.9775,8.076689815,10,0,10,0,10,6.5425,4.7075,6.94,9.52,5.77,6.696,5,3.333333333,3.333333333,5.672533333,10,10,10,2.5,,,7.5,10,7.5,7.26,85,6.6,17.56,15-20,9.326975477,2.97,6.988571429,25.54,15-20,10,20,7,34,8.5,7.1,7.703109381,4.076370743,3.411944713,3.678795277,1.666666667,3.909733333,2.958421922,5.151675115,2.5,0.764705882,3.016942033,8.435494505,7.822527474,9.565801422,1.085496445,8.877897117,5.610514415,5,7.969798261,8.06,2.91,7.68,11.6,7.2624,6.844,7.667466667,4.828660488,5.089130879,4.958895683,10,1.64345175,0.769230769,10,4.13756084,6.690980797,10,9.200146531,5,8.06671551,0,4.488304058,7.222222487,8,7.12202071,1,4.638757876,3.125,3.333333333,9.42663288,3.7925,7.691379174,7.948693256,5.886256441,6.197243276,6.32,122,100000
2019,Malawi,Sub-Saharan Africa,6.92,89,3,4.960007753,5.610991702,4.430532769,6.727388982,5.000510741,9.476744186,1.8,10,10,0,5,10,0,10,0,7.2925,7.7775,8.581428571,9.029086379,9.575,9.705,9.0575,9.445833333,10,9.722916667,9.1025,10,9.55125,9.3775,9.464375,7.485,5,7.777777778,6.666666667,6.481481481,8.4525,9.8825,7.3575,8.564166667,7.255,7.446412037,10,0,10,0,10,7.04,5.5925,6.2125,9.336666667,7.46,7.128333333,5,6.666666667,6.666666667,7.092333333,0,0,0,7.5,,,5,10,5.625,7.63,75,7.373529412,14.93,10-15,9.78746594,1.28,1.311428571,45.41,10-15,7,35,4,45,5.5,7.6075,6.315984785,5.471502793,4.522369123,4.856540225,5.833333333,4.973883333,2.332018505,8.552926734,4.323643048,0.882352941,4.807790247,7.253296384,13.73351808,7.597965318,6.005086704,8.125832789,9.370836056,5,6.994273623,8.453333333,2.32,7.56,12.2,5.9984,10.004,7.337244444,5.826676687,5.020911374,5.42379403,2.859275343,1.64345175,1.538461538,10,4.393971096,5.003571228,10,4.028229097,6,6.676076366,4.433333333,4.47866122,6.887483597,10,5.683031065,10,6.913751536,4.401055972,3.111111111,8.472942737,4.5325,8.408761291,8.105623827,6.171999156,6.587275686,5.94,136,100000
2019,Malaysia,South Asia,7.08,81,2,5.065821726,6.351944616,5.479746508,5.94184742,5.632504283,9.386443817,2.110633269,5,10,0,10,10,0,10,0,5.92,8.2625,8.454642857,8.920543337,7.3175,9.4875,9.24,8.681666667,6.666666667,7.674166667,5.775,6.666666667,6.220833333,8.2425,7.231666667,6.4175,5,4.444444444,6.666666667,5.37037037,8.595,9.6175,8.47,8.894166667,7.075,6.939259259,10,0,10,0,10,5.7175,6.2675,7.0125,7.95,6.353333333,6.660166667,7.5,5.555555556,6.666666667,7.276477778,0,0,0,0,,,5,10,3.75,6.77,101,6.955882353,16.35,15-20,8.049046322,7.66,6.511428571,27.21,15-20,9,28,9,28,9,4.7,7.043271449,6.319338471,6.829675797,7.524606387,8.333333333,5.930233333,5.729401483,8.632169438,7.382177512,0.647058824,5.83480221,4.467251493,27.66374253,9.324493226,1.688766936,9.867421627,0.662891866,10,8.414791586,9.86,0.21,8.88,5.6,4.7136,13.216,7.817866667,6.892948945,8.53935502,7.716151982,10,4.168718457,0.769230769,10,4.979316409,7.628333764,10,9.088414467,10,9.696138156,10,6.665980817,7.331837813,10,4.24404142,10,8.040310008,6.674269835,9.555555556,9.323111122,6.02,9.997647267,8.049577195,8.270026829,8.668824998,7.52,52,100000
2019,Mali,Sub-Saharan Africa,6.19,119,3,3.626871849,4.18194131,2.936102831,5.531065607,3.581638663,6.8304721,10.90317598,0,0,603,2.5,0,826,0,277,6.1425,7.17,2.258928571,4.544700336,8.9175,9.3975,7.965,8.76,6.666666667,7.713333333,7.04,10,8.52,9.595,9.0575,8.3,5,6.666666667,6.666666667,6.111111111,9.5825,9.0625,8.7475,9.130833333,7.385,7.731736111,10,0,10,0,10,8.3375,5.3925,6.66,7.4,6.906666667,6.939333333,5,5.555555556,6.666666667,6.832311111,10,10,10,5,,,5,1.14,5.285,6.39,109,6.602941176,17.55,15-20,9.896457766,0.88,4.371428571,34.7,15-20,5,37,2,53,3.5,7.6125,6.396665503,5.250720238,3.887902731,4.000506578,3.333333333,5.07905,2.632466106,5.803227379,3.959674438,0.647058824,3.494531847,9.254573527,3.727132365,9.8177264,0.455684,9.66834661,-1.658266948,0,7.185161634,8.186666667,2.72,7.58,12.1,7.0476,7.381,7.604755556,4.557409683,5.300665842,4.929037763,10,1.64345175,0.769230769,2.765641033,1.726107851,6.064975292,10,8.113601291,5,7.704533764,5.566666667,4.887751738,5.449854533,8,7.5681075,0,5.24539674,4.011371135,3.333333333,9.051973896,4.2875,8.880242446,6.906225895,6.078441118,6.34279054,5.9,140,100000
2019,Malta,Western Europe,8.43,29,1,7.70524966,6.098494402,6.315068005,7.062057665,6.706270689,9.668604651,1.14,10,10,0,,10,0,10,0,9.1525,6.505,9.27625,9.472427326,9.7225,9.16,9.01,9.2975,10,9.64875,9.47,10,9.735,9.78,9.7575,9.3175,10,,10,10,9.77,9.8325,9.72,9.774166667,9.1325,9.556041667,0,1,10,0,5,7.23,5.5075,7.7875,9.82,6.153333333,7.299666667,7.5,,6.666666667,6.616583333,10,10,10,7.5,,,10,10,9.375,8.73,35,3.694117647,27.44,25-30,7.217983651,10.71,10,10.42673108,25-30,7,35,7,35,7,6.81,6.94442026,6.550390919,6.777525558,6.824556192,10,6.87885,5.35237337,5.241111259,5.287718773,0.941176471,6.419534413,8.587595696,7.062021522,9.875263908,0.311840231,9.671587996,1.642060018,10,9.5336119,9.133333333,1.3,8.98,5.1,6.4912,8.772,8.201511111,7.050733567,8.918054799,7.984394183,10,10,7.692307692,8.739425664,8.810577785,8.74912077,10,10,10,10,7.233333333,5.15710036,7.317197323,8,10,10,7.951271836,4.791666667,6.666666667,9.270002677,6.85,7.995633481,8.441903621,7.335978852,8.429083563,8.02,16,100000
2019,Mauritania,Sub-Saharan Africa,5.56,142,4,3.973031638,3.866467058,2.92887129,5.041781514,3.589456662,7.109975069,9.941685762,10,10,0,5,10,0,10,0,6.4325,8.6125,8.577857143,7.843916106,7.7,9.0525,8.285,8.345833333,3.333333333,5.839583333,4.765,3.333333333,4.049166667,5.575,4.812083333,5.8775,2.5,5.555555556,6.666666667,4.907407407,8.125,7.0275,5.5725,6.908333333,6.1,5.948310185,10,0,0,4,5,7.32,6.1475,6.7775,8.62,5.286666667,6.830333333,5,5.555555556,3.333333333,5.143844444,0,0,0,0,,,0,3.34,0.835,4.86,152,6.632352941,17.45,15-20,,,10,10.98,15-20,5,40,5,40,5,7.2825,7.228713235,3.761159204,3.657658315,3.200941743,,3.168,6.266496842,7.594736795,6.230797768,0.470588235,3.558801541,9.131614167,4.341929164,8.400283155,3.999292113,9.539981476,2.300092621,5,8.017969699,,,7.58,12.1,7.1928,7.018,7.3864,3.30411911,5.565165449,4.434642279,10,1.64345175,3.333333333,10,4.992261695,6.703325993,10,10,9,9.666666667,5.566666667,3.452782632,6.022219658,8,7.942244808,5,5.997318961,2.542262872,2.666666667,9.64193025,4.8775,9.214669262,6.973481854,5.986085151,7.216690259,6.55,108,100000
2019,Mauritius,Sub-Saharan Africa,8.02,43,2,6.010845221,6.255633665,5.437908047,7.135919276,5.901462311,9.156976744,2.9,10,10,0,10,10,0,10,0,8.675,8.815,9.641428571,9.399202658,9.7175,9.7475,8.865,9.443333333,10,9.721666667,9.25,6.666666667,7.958333333,9.57,8.764166667,8.9475,10,8.888888889,10,9.62962963,9.87,9.8325,9.2875,9.663333333,8.665,9.226365741,10,0,10,0,10,7.46,7.725,8.18,9.716666667,7.633333333,8.143,7.5,6.666666667,6.666666667,7.795266667,0,0,0,2.5,,,5,10,4.375,7.88,65,6.823529412,16.8,15-20,8.386920981,6.42,6.5,27.25,15-20,10,15,10,15,10,7.815,7.905090079,6.939297798,6.425071187,7.192919255,,6.5862,5.252755387,9.48148622,6.137394905,1,6.859303536,9.340050448,3.299747759,9.754229196,0.614427011,9.918868962,0.40565519,10,9.753287151,9.8,0.3,9.84,0.8,8.5792,3.552,9.4064,6.497049332,8.543792112,7.520420722,10,7.001589537,4.615384615,10,7.205658051,8.533119693,8,5.811091077,10,7.937030359,6.666666667,5.975209077,6.235904693,10,8.503450769,10,7.896871868,5.022302468,8.444444444,9.847522034,6.9975,9.361302523,8.430694295,8.017294294,7.95039884,8.2,8,100000
2019,Mexico,Latin America & the Caribbean,6.8,95,3,4.041758463,3.692340148,2.850418748,5.557505061,3.528172453,1.645348837,28.74,0,10,0,7.5,9.684573517,24,9.901277181,14,3.4825,6.405,6.710478671,4.177913754,9.685,9.79,9.7375,9.7375,6.666666667,8.202083333,8.795,6.666666667,7.730833333,8.905,8.317916667,9.155,7.5,6.666666667,10,8.055555556,9.15,9.8075,8.2125,9.056666667,8.5225,8.697430556,2.365204774,32,10,0,6.182602387,8.1725,4.47,4.69,9.723333333,6.633333333,6.737833333,5,4.444444444,6.666666667,5.806309366,10,10,10,0,,,7.5,10,6.875,6.51,107,7.382352941,14.9,10-15,8.596730245,5.65,10,12.63,10-15,8,35,8,35,8,7.2675,8.249316637,4.721600347,4.279039167,5.189834435,5,3.4957,5.071115346,7.327880262,2.471419175,1,4.694573592,9.104176816,4.479115919,9.543366194,1.141584514,9.272807716,3.635961421,5,8.230087682,9.766666667,0.35,8.58,7.1,5.8536,10.366,8.066755556,6.107055347,8.464028084,7.285541715,10,7.001589537,2.307692308,7.190666685,5.499982843,7.713070028,8,9.017071415,10,9.005690472,6.666666667,4.046313763,7.000571092,8,4.819637278,3,5.5888648,3.112942378,5.777777778,9.570913005,4.845,9.563116541,7.304156984,6.695651114,7.096735462,7.2,75,100000
2019,Moldova,Eastern Europe,7.6,62,2,5.566115498,4.971428829,3.852854331,6.596874109,4.796799553,8.872093023,3.88,10,10,0,5,10,0,10,0,6.7475,8.8725,8.66,8.766046512,9.1825,9.5725,9.5925,9.449166667,6.666666667,8.057916667,7.965,6.666666667,7.315833333,8.665,7.990416667,7.1,7.5,6.666666667,6.666666667,6.944444444,9.745,9.9025,7.615,9.0875,9.12,8.062986111,10,0,10,0,10,6.3525,6.32,8.07,9.413333333,5.61,7.153166667,5,5.555555556,6.666666667,6.875077778,10,10,10,10,,,10,10,10,7.79,68,7.544117647,14.35,10-15,6.678474114,12.69,10,13.03,10-15,10,12,5,36,7.5,7.3725,7.819018352,4.858982099,4.630250999,4.888258126,6.666666667,5.999183333,4.318054344,9.567342957,4.419644673,1,5.6685479,9.266836737,3.665816316,9.161130538,2.097173655,9.032443297,4.837783514,5,8.115102643,9.346666667,0.98,8.94,5.3,7.7952,5.512,8.693955556,6.120676995,8.794682484,7.45767974,10,1.64345175,0.769230769,10,4.13756084,7.572299034,10,9.141948844,10,9.713982948,5.566666667,4.722507397,7.579513392,6,6.788175112,3,5.609477095,4.022160768,7.111111111,9.829916009,6.725,6.378000213,7.948693256,7.002480226,7.44198009,7.32,65,100000
2019,Mongolia,East Asia,7.97,44,2,5.401413966,5.495549638,4.891499852,6.785628149,5.262821152,8.151162791,6.36,10,10,0,10,10,0,10,0,6.22,9.78,9.428571429,8.78986711,9.78,9.39,9.2125,9.460833333,10,9.730416667,9.195,6.666666667,7.930833333,9.4375,8.684166667,8.555,10,8.888888889,10,9.62962963,9.7525,9.6175,8.7325,9.3675,8.175,8.931782407,10,0,10,0,10,7.715,6.36,8.59,9.46,6.976666667,7.820333333,7.5,6.666666667,6.666666667,7.730733333,10,10,10,7.5,,,10,10,9.375,8.36,46,6.285294118,18.63,15-20,7.528610354,9.57,6.885714286,25.9,15-20,10,10,8,28,9,6.9725,7.334423752,5.283116122,4.532776475,4.27428808,8.333333333,5.510266667,6.254579511,9.111264408,5.054941972,1,6.044320821,8.248435597,8.757822013,8.323526197,4.191184508,8.539036805,7.304815975,10,8.77774965,8.853333333,1.72,8.96,5.2,9.0016,2.496,8.938311111,4.987573227,2.593195266,3.790384246,10,8.356548548,5.384615385,2.54438975,5.428517894,7.039303313,,10,10,10,8.9,4.652326505,7.788252035,6,9.251725385,3,6.598717321,3.013533752,6.222222222,9.603196258,6.48,8.68480878,8.497950253,7.083618544,7.894111955,7.42,58,100000
2019,Montenegro,Eastern Europe,7.91,49,2,,,,6.475484081,6.475484081,8.936046512,3.66,10,10,0,7.5,10,0,10,0,7.14,7.065,8.815,8.875523256,8.7325,9.8475,9.6725,9.4175,10,9.70875,8.475,6.666666667,7.570833333,8.6725,8.121666667,8.8375,7.5,7.777777778,6.666666667,7.314814815,9.5725,9.815,8.64,9.3425,8.6275,8.530578704,10,0,0,1,5,5.21,4.7625,5.2575,9.686666667,6.176666667,6.218666667,5,5.555555556,6.666666667,5.688177778,10,10,10,10,,,7.5,10,9.375,8.11,52,5.894117647,19.96,15-20,,,5.177142857,31.88,15-20,10,12,4,42,7,7.575,6.411565126,6.130381259,5.784082092,5.562727452,,5.8975,4.795719043,7.676947777,5.888666312,0.823529412,5.436204798,9.637570807,1.812145964,9.335923149,1.660192129,9.927687259,0.361563705,10,9.725295304,7.8,3.3,9.26,3.7,7.928,5.18,8.329333333,5.729356607,9.290830423,7.510093515,10,,6.923076923,9.513805153,8.218441038,8.514466972,10,8.492133764,10,9.497377921,6.666666667,5.123600165,6.472501755,10,7.755176154,10,7.669657457,5,7.111111111,9.603196258,4.955,9.247116556,6.63720206,7.092270998,8.086435458,7.63,41,100000
2019,Morocco,Middle East & North Africa,5.68,137,4,3.174148307,5.326113018,3.575278677,5.883602408,4.025180001,9.5,1.72,10,10,0,5,10,0,10,0,6.145,8.9175,8.580357143,9.040178571,8.775,9.3575,5.555,7.895833333,3.333333333,5.614583333,4.67,3.333333333,4.001666667,3.2075,3.604583333,4.0225,2.5,2.222222222,6.666666667,3.796296296,8.44,9.4325,7.275,8.3825,4.5825,5.195949074,10,0,1.147871301,13,5.573935651,5.9175,4.4725,3.855,9.31,5.213333333,5.753666667,2.5,2.222222222,3.333333333,3.876631575,0,0,0,2.5,,,0,10,3.125,4.93,148,4.341176471,25.24,25-30,8.239782016,6.96,9.594285714,16.42,25-30,5,38,3,46,4,7.29,6.69304884,5.939321402,5.577876753,7.161298593,6.666666667,5.851683333,4.880442487,7.518263332,8.079684575,0.764705882,5.699474685,9.892816363,0.535918184,9.843672216,0.390819461,9.960786896,0.196065521,0,7.424318869,9.32,1.02,7.72,11.4,3.4792,16.302,6.839733333,6.742343903,8.080359942,7.411351923,10,1.64345175,0.769230769,7.633169251,3.348617257,6.899925628,8,8.531980138,10,8.843993379,1.1,4.717810948,7.259726525,8,5.285869923,3,4.893901233,5.227659543,6,9.674035136,4.29,9.967834252,8.262554397,7.237013888,6.991636167,6.74,97,100000
2019,Mozambique,Sub-Saharan Africa,6.77,98,3,2.457496881,4.413534883,3.230608115,5.21364708,3.367213293,9.010376214,3.404305825,10,4.758225004,290,5,0,333,6.77079819,109,4.9925,3.815,5.048074742,7.029225478,8.585,9.0875,8.0525,8.575,6.666666667,7.620833333,8.9,6.666666667,7.783333333,9.635,8.709166667,8.135,5,3.333333333,6.666666667,5,8.65,9.4275,8.7475,8.941666667,6.785,7.215416667,10,0,10,0,10,4.8425,5.015,5.35,9.663333333,6.24,6.222166667,5,3.333333333,3.333333333,5.577766667,10,10,10,10,,,7.5,10,9.375,6.98,94,4.555882353,24.51,20-25,9.547683924,2.16,8.437142857,20.47,20-25,7,32,5,38,6,5.235,6.755141827,4.532865287,3.81707393,3.808672804,7.5,4.9237,1.761425251,7.543776601,2.894040743,0.941176471,4.462468023,9.570845461,2.145772695,8.022970928,4.94257268,9.443778738,2.781106312,5,8.009398782,9.08,1.38,7.94,10.3,7.0336,7.416,8.017866667,4.082998832,7.397057277,5.740028054,10,1.64345175,0,10,3.881150583,6.909761326,10,9.915958794,9,9.638652931,3.333333333,3.630013068,5.437196095,6,0,0,3.066757083,3.302149375,3.777777778,8.332791571,3.7375,8.984099591,7.758134706,5.982075503,6.229161839,6.47,113,100000
2019,Myanmar,South Asia,5.4,149,4,1.403326213,3.452439792,2.599528664,4.983288865,2.485098223,9.341479694,2.265309853,5,4.333121957,558,2.5,7.393998488,84,8.268863477,104,5.2225,5.94,5.52264056,7.432060127,4.9975,7.16,6.395,6.184166667,3.333333333,4.75875,5.505,3.333333333,4.419166667,6.8275,5.623333333,5.3025,5,3.333333333,3.333333333,3.888888889,8.8725,9.1125,7.125,8.37,6.545,6.026597222,8.883561954,2,4.019199484,13,6.451380719,5.04,5.325,7.1,8.846666667,5.983333333,6.459,2.5,3.333333333,3.333333333,4.415409477,0,10,5,2.5,,,7.5,10,6.25,5.28,135,4.120588235,25.99,25-30,9.885558583,0.92,7.865714286,22.47,25-30,9,25,9,25,9,5.8525,7.344872221,4.312895563,4.14295744,3.228904753,3.333333333,5.07385,1.870795505,7.358091243,3.095484076,0.882352941,3.813683755,8.590505665,7.047471674,9.147902869,2.130242828,8.234986606,8.825066968,0,6.493348785,9.513333333,0.73,8.7,6.5,7.348,6.63,8.520444444,0,0.887573964,0.443786982,10,0,0.769230769,0.995630772,0.58828718,4.888129652,0,8.691069383,9,5.897023128,8.9,0,0,8,4.013803077,0,3.485633846,0,6.222222222,9.636174882,6.05,9.478410145,6.838969936,6.370962864,5.251206613,5.56,152,100000
2019,Namibia,Sub-Saharan Africa,7.57,63,2,6.199507502,6.41742315,5.519745706,7.071069031,6.045558786,4.854651163,17.7,10,10,0,7.5,10,0,10,0,7.22,9.3075,9.146785714,7.000718439,9.5675,9.5075,9.425,9.5,10,9.75,9.655,10,9.8275,9.2725,9.55,8.7075,7.5,7.777777778,10,8.425925926,8.255,9.49,8.74,8.828333333,9.14,8.775439815,10,0,10,0,10,8.5925,5.7875,6.7275,8.54,7.013333333,7.332166667,7.5,7.777777778,10,8.521988889,0,10,5,7.5,,,7.5,10,7.5,8.16,51,3.820588235,27.01,25-30,8.645776567,5.47,9.522857143,16.67,25-30,6,37,6,37,6,6.8275,6.963344389,6.691243101,6.259381956,6.731758118,10,7.171966667,4.822626662,4.632218476,5.433629353,0.941176471,6.27762207,9.036877036,4.815614821,8.496258531,3.759353673,9.255521171,3.722394144,0,6.697164184,1.633333333,12.55,8.46,7.7,5.534,11.165,5.209111111,5.40989399,5.272221995,5.341057992,10,1.64345175,0.769230769,10,4.13756084,6.171932486,10,3.604963947,10,7.868321316,10,4.629762173,6.146547,10,8.273212426,10,8.174920267,4.803453287,4.222222222,8.177617533,8.9525,8.30614502,6.614783407,6.846120245,7.629787276,6.75,96,100000
2019,Nepal,South Asia,7.01,84,3,3.840143912,4.628905477,4.368212116,6.129399941,4.279087168,9.331395349,2.3,10,10,0,7.5,9.58974491,7,9.339644445,21,6.715,8.035,8.739912765,9.035654057,8.1675,9.7225,6.855,8.248333333,6.666666667,7.4575,7.8925,6.666666667,7.279583333,9.3125,8.296041667,7.18,7.5,6.666666667,6.666666667,6.944444444,9.675,9.5275,9.5175,9.573333333,7.8625,7.890069444,10,0,10,0,10,6.8975,5.6225,7.435,7.3,7.016666667,6.854333333,5,7.777777778,3.333333333,6.593088889,10,10,10,0,,,7.5,10,6.875,7.2,90,8.947058824,9.58,5-10,9.329700272,2.96,9.428571429,17,5-10,5,36,5,36,5,7.7975,8.100566105,5.091417,3.763132907,4.703399601,,5.8598,3.341217811,7.980079399,5.101217428,0.941176471,4.96944839,8.372728836,8.136355821,9.408834856,1.47791286,8.886262904,5.568685478,0,6.666956649,4.973333333,7.54,7.56,12.2,5.2664,11.834,5.933244444,4.861003558,7.944978809,6.402991184,10,1.64345175,0,10,3.881150583,6.554346553,8,8.981103591,10,8.993701197,6.666666667,4.025277693,5.599971612,10,2.599481826,10,6.481899633,3.54795297,6.222222222,9.067437825,6.1975,8.979394124,5.774083922,6.631431844,7.369010891,6.73,99,100000
